"Posição","Nome","Localidade","2003","Unidade","Multiplicador"
"2.2","Limite superior","Jaguaretama","70.68","%",1
"2.2","Limite superior","Jaguaribara","71.32","%",1
"2.2","Limite superior","Jaguaribe","58.20","%",1
"2.2","Limite superior","Jaguaruana","66.55","%",1
"2.2","Limite superior","Jardim","71.99","%",1
"2.2","Limite superior","Jati","67.29","%",1
"2.2","Limite superior","Jijoca de Jericoacoara","69.52","%",1
"2.2","Limite superior","Juazeiro do Norte","55.31","%",1
"2.2","Limite superior","Jucás","75.56","%",1
"2.2","Limite superior","Lavras da Mangabeira","68.69","%",1
"2.2","Limite superior","Limoeiro do Norte","50.01","%",1
"2.2","Limite superior","Madalena","73.42","%",1
"2.2","Limite superior","Maracanaú","45.03","%",1
"2.2","Limite superior","Maranguape","56.56","%",1
"2.2","Limite superior","Marco","71.61","%",1
"2.2","Limite superior","Martinópole","73.48","%",1
"2.2","Limite superior","Massapê","73.85","%",1
"2.2","Limite superior","Mauriti","72.35","%",1
"2.2","Limite superior","Meruoca","70.95","%",1
"2.2","Limite superior","Milagres","66.18","%",1
"2.2","Limite superior","Milhã","72.29","%",1
"2.2","Limite superior","Miraíma","85.06","%",1
"2.2","Limite superior","Missão Velha","65.61","%",1
"2.2","Limite superior","Mombaça","72.05","%",1
"2.2","Limite superior","Monsenhor Tabosa","70.76","%",1
"2.2","Limite superior","Morada Nova","63.46","%",1
"2.2","Limite superior","Moraújo","66.67","%",1
"2.2","Limite superior","Morrinhos","71.33","%",1
"2.2","Limite superior","Mucambo","75.37","%",1
"2.2","Limite superior","Mulungu","64.43","%",1
"2.2","Limite superior","Nova Olinda","69.84","%",1
"2.2","Limite superior","Nova Russas","60.70","%",1
"2.2","Limite superior","Novo Oriente","79.80","%",1
"2.2","Limite superior","Ocara","77.47","%",1
"2.2","Limite superior","Orós","69.78","%",1
"2.2","Limite superior","Pacajus","58.44","%",1
"2.2","Limite superior","Pacatuba","47.24","%",1
"2.2","Limite superior","Pacoti","67.52","%",1
"2.2","Limite superior","Pacujá","73.42","%",1
"2.2","Limite superior","Palhano","81.21","%",1
"2.2","Limite superior","Palmácia","72.28","%",1
"2.2","Limite superior","Paracuru","67.97","%",1
"2.2","Limite superior","Paraipaba","67.27","%",1
"2.2","Limite superior","Parambu","75.76","%",1
"2.2","Limite superior","Paramoti","80.96","%",1
"2.2","Limite superior","Pedra Branca","79.26","%",1
"2.2","Limite superior","Penaforte","63.57","%",1
"2.2","Limite superior","Pentecoste","64.28","%",1
"2.2","Limite superior","Pereiro","80.91","%",1
"2.2","Limite superior","Pindoretama","63.17","%",1
"2.2","Limite superior","Piquet Carneiro","76.86","%",1
"2.2","Limite superior","Pires Ferreira","70.62","%",1
"2.2","Limite superior","Poranga","80.47","%",1
"2.2","Limite superior","Porteiras","69.69","%",1
"2.2","Limite superior","Potengi","77.27","%",1
"2.2","Limite superior","Potiretama","78.74","%",1
"2.2","Limite superior","Quiterianópolis","64.36","%",1
"2.2","Limite superior","Quixadá","59.95","%",1
"2.2","Limite superior","Quixelô","79.43","%",1
"2.2","Limite superior","Quixeramobim","73.09","%",1
"2.2","Limite superior","Quixeré","60.83","%",1
"2.2","Limite superior","Redenção","65.55","%",1
"2.2","Limite superior","Reriutaba","65.64","%",1
"2.2","Limite superior","Russas","54.58","%",1
"2.2","Limite superior","Saboeiro","89.30","%",1
"2.2","Limite superior","Salitre","84.53","%",1
"2.2","Limite superior","Santana do Acaraú","69.05","%",1
"2.2","Limite superior","Santana do Cariri","80.53","%",1
"2.2","Limite superior","Santa Quitéria","73.74","%",1
"2.2","Limite superior","São Benedito","67.10","%",1
"2.2","Limite superior","São Gonçalo do Amarante","62.54","%",1
"2.2","Limite superior","São João do Jaguaribe","50.08","%",1
"2.2","Limite superior","São Luís do Curu","65.71","%",1
"2.2","Limite superior","Senador Pompeu","67.43","%",1
"2.2","Limite superior","Senador Sá","84.18","%",1
"2.2","Limite superior","Sobral","53.12","%",1
"2.2","Limite superior","Solonópole","67.96","%",1
"2.2","Limite superior","Tabuleiro do Norte","50.32","%",1
"2.2","Limite superior","Tamboril","63.58","%",1
"2.2","Limite superior","Tarrafas","83.81","%",1
"2.2","Limite superior","Tauá","68.39","%",1
"2.2","Limite superior","Tejuçuoca","81.09","%",1
"2.2","Limite superior","Tianguá","61.78","%",1
"2.2","Limite superior","Trairi","72.13","%",1
"2.2","Limite superior","Tururu","78.22","%",1
"2.2","Limite superior","Ubajara","61.72","%",1
"2.2","Limite superior","Umari","74.35","%",1
"2.2","Limite superior","Umirim","76.44","%",1
"2.2","Limite superior","Uruburetama","72.29","%",1
"2.2","Limite superior","Uruoca","74.25","%",1
"2.2","Limite superior","Varjota","68.87","%",1
"2.2","Limite superior","Várzea Alegre","72.88","%",1
"2.2","Limite superior","Viçosa do Ceará","75.03","%",1
"3","Índice de Gini","Abaiara","0.41","",""
"3","Índice de Gini","Acarape","0.38","",""
"3","Índice de Gini","Acaraú","0.43","",""
"3","Índice de Gini","Acopiara","0.44","",""
"3","Índice de Gini","Aiuaba","0.41","",""
"3","Índice de Gini","Alcântaras","0.39","",""
"3","Índice de Gini","Altaneira","0.41","",""
"3","Índice de Gini","Alto Santo","0.41","",""
"3","Índice de Gini","Amontada","0.42","",""
"3","Índice de Gini","Antonina do Norte","0.46","",""
"3","Índice de Gini","Apuiarés","0.40","",""
"3","Índice de Gini","Aquiraz","0.43","",""
"3","Índice de Gini","Aracati","0.44","",""
"3","Índice de Gini","Aracoiaba","0.41","",""
"3","Índice de Gini","Ararendá","0.42","",""
"3","Índice de Gini","Araripe","0.44","",""
"3","Índice de Gini","Aratuba","0.39","",""
"3","Índice de Gini","Arneiroz","0.42","",""
"3","Índice de Gini","Assaré","0.44","",""
"3","Índice de Gini","Aurora","0.41","",""
"3","Índice de Gini","Baixio","0.43","",""
"3","Índice de Gini","Banabuiú","0.41","",""
"3","Índice de Gini","Barbalha","0.44","",""
"3","Índice de Gini","Barreira","0.38","",""
"3","Índice de Gini","Barro","0.40","",""
"3","Índice de Gini","Barroquinha","0.39","",""
"3","Índice de Gini","Baturité","0.42","",""
"3","Índice de Gini","Beberibe","0.39","",""
"3","Índice de Gini","Bela Cruz","0.42","",""
"3","Índice de Gini","Boa Viagem","0.45","",""
"3","Índice de Gini","Brejo Santo","0.46","",""
"3","Índice de Gini","Camocim","0.43","",""
"3","Índice de Gini","Campos Sales","0.46","",""
"3","Índice de Gini","Canindé","0.44","",""
"3","Índice de Gini","Capistrano","0.39","",""
"3","Índice de Gini","Caridade","0.40","",""
"3","Índice de Gini","Cariré","0.43","",""
"3","Índice de Gini","Caririaçu","0.40","",""
"3","Índice de Gini","Cariús","0.39","",""
"3","Índice de Gini","Carnaubal","0.41","",""
"3","Índice de Gini","Cascavel","0.41","",""
"3","Índice de Gini","Catarina","0.40","",""
"3","Índice de Gini","Catunda","0.39","",""
"3","Índice de Gini","Caucaia","0.42","",""
"3","Índice de Gini","Cedro","0.43","",""
"3","Índice de Gini","Chaval","0.39","",""
"3","Índice de Gini","Choró","0.41","",""
"3","Índice de Gini","Chorozinho","0.38","",""
"3","Índice de Gini","Coreaú","0.44","",""
"3","Índice de Gini","Crateús","0.45","",""
"3","Índice de Gini","Crato","0.49","",""
"3","Índice de Gini","Croatá","0.41","",""
"3","Índice de Gini","Cruz","0.46","",""
"3","Índice de Gini","Deputado Irapuan Pinheiro","0.41","",""
"3","Índice de Gini","Ereré","0.44","",""
"3","Índice de Gini","Eusébio","0.43","",""
"3","Índice de Gini","Farias Brito","0.43","",""
"3","Índice de Gini","Forquilha","0.40","",""
"3","Índice de Gini","Fortaleza","0.51","",""
"3","Índice de Gini","Fortim","0.41","",""
"3","Índice de Gini","Frecheirinha","0.43","",""
"3","Índice de Gini","General Sampaio","0.41","",""
"3","Índice de Gini","Graça","0.40","",""
"3","Índice de Gini","Granja","0.43","",""
"3","Índice de Gini","Granjeiro","0.40","",""
"3","Índice de Gini","Groaíras","0.39","",""
"3","Índice de Gini","Guaiúba","0.40","",""
"3","Índice de Gini","Guaraciaba do Norte","0.43","",""
"3","Índice de Gini","Guaramiranga","0.39","",""
"3","Índice de Gini","Hidrolândia","0.42","",""
"3","Índice de Gini","Horizonte","0.40","",""
"3","Índice de Gini","Ibaretama","0.39","",""
"3","Índice de Gini","Ibiapina","0.40","",""
"3","Índice de Gini","Ibicuitinga","0.40","",""
"3","Índice de Gini","Icapuí","0.38","",""
"3","Índice de Gini","Icó","0.45","",""
"3","Índice de Gini","Iguatu","0.46","",""
"3","Índice de Gini","Independência","0.42","",""
"3","Índice de Gini","Ipaporanga","0.39","",""
"3","Índice de Gini","Ipaumirim","0.43","",""
"3","Índice de Gini","Ipu","0.41","",""
"3","Índice de Gini","Ipueiras","0.41","",""
"3","Índice de Gini","Iracema","0.44","",""
"3","Índice de Gini","Irauçuba","0.40","",""
"3","Índice de Gini","Itaiçaba","0.37","",""
"3","Índice de Gini","Itaitinga","0.39","",""
"3","Índice de Gini","Itapajé","0.44","",""
"3","Índice de Gini","Itapipoca","0.44","",""
"3","Índice de Gini","Itapiúna","0.43","",""
"3","Índice de Gini","Itarema","0.42","",""
"3","Índice de Gini","Itatira","0.39","",""
"3","Índice de Gini","Jaguaretama","0.41","",""
"3","Índice de Gini","Jaguaribara","0.41","",""
"3","Índice de Gini","Jaguaribe","0.43","",""
"3","Índice de Gini","Jaguaruana","0.43","",""
"3","Índice de Gini","Jardim","0.44","",""
"3","Índice de Gini","Jati","0.43","",""
"3","Índice de Gini","Jijoca de Jericoacoara","0.42","",""
"3","Índice de Gini","Juazeiro do Norte","0.46","",""
"3","Índice de Gini","Jucás","0.41","",""
"3","Índice de Gini","Lavras da Mangabeira","0.43","",""
"3","Índice de Gini","Limoeiro do Norte","0.43","",""
"3","Índice de Gini","Madalena","0.42","",""
"3","Índice de Gini","Maracanaú","0.39","",""
"3","Índice de Gini","Maranguape","0.41","",""
"3","Índice de Gini","Marco","0.43","",""
"3","Índice de Gini","Martinópole","0.38","",""
"3","Índice de Gini","Massapê","0.41","",""
"3","Índice de Gini","Mauriti","0.43","",""
"3","Índice de Gini","Meruoca","0.40","",""
"3","Índice de Gini","Milagres","0.42","",""
"3","Índice de Gini","Milhã","0.42","",""
"3","Índice de Gini","Miraíma","0.40","",""
"3","Índice de Gini","Missão Velha","0.44","",""
"3","Índice de Gini","Mombaça","0.45","",""
"3","Índice de Gini","Monsenhor Tabosa","0.41","",""
"3","Índice de Gini","Morada Nova","0.42","",""
"3","Índice de Gini","Moraújo","0.42","",""
"3","Índice de Gini","Morrinhos","0.42","",""
"3","Índice de Gini","Mucambo","0.43","",""
"3","Índice de Gini","Mulungu","0.39","",""
"3","Índice de Gini","Nova Olinda","0.43","",""
"3","Índice de Gini","Nova Russas","0.42","",""
"3","Índice de Gini","Novo Oriente","0.42","",""
"3","Índice de Gini","Ocara","0.41","",""
"3","Índice de Gini","Orós","0.40","",""
"3","Índice de Gini","Pacajus","0.41","",""
"3","Índice de Gini","Pacatuba","0.38","",""
"3","Índice de Gini","Pacoti","0.40","",""
"3","Índice de Gini","Pacujá","0.41","",""
"3","Índice de Gini","Palhano","0.41","",""
"3","Índice de Gini","Palmácia","0.41","",""
"3","Índice de Gini","Paracuru","0.39","",""
"3","Índice de Gini","Paraipaba","0.40","",""
"3","Índice de Gini","Parambu","0.40","",""
"3","Índice de Gini","Paramoti","0.42","",""
"3","Índice de Gini","Pedra Branca","0.43","",""
"3","Índice de Gini","Penaforte","0.41","",""
"3","Índice de Gini","Pentecoste","0.40","",""
"3","Índice de Gini","Pereiro","0.44","",""
"3","Índice de Gini","Pindoretama","0.38","",""
"3","Índice de Gini","Piquet Carneiro","0.43","",""
"3","Índice de Gini","Pires Ferreira","0.39","",""
"3","Índice de Gini","Poranga","0.42","",""
"3","Índice de Gini","Porteiras","0.41","",""
"3","Índice de Gini","Potengi","0.42","",""
"3","Índice de Gini","Potiretama","0.39","",""
"3","Índice de Gini","Quiterianópolis","0.39","",""
"3","Índice de Gini","Quixadá","0.44","",""
"3","Índice de Gini","Quixelô","0.43","",""
"3","Índice de Gini","Quixeramobim","0.46","",""
"3","Índice de Gini","Quixeré","0.38","",""
"3","Índice de Gini","Redenção","0.40","",""
"3","Índice de Gini","Reriutaba","0.44","",""
"3","Índice de Gini","Russas","0.41","",""
"3","Índice de Gini","Saboeiro","0.43","",""
"3","Índice de Gini","Salitre","0.39","",""
"3","Índice de Gini","Santana do Acaraú","0.42","",""
"3","Índice de Gini","Santana do Cariri","0.47","",""
"3","Índice de Gini","Santa Quitéria","0.43","",""
"3","Índice de Gini","São Benedito","0.44","",""
"3","Índice de Gini","São Gonçalo do Amarante","0.40","",""
"3","Índice de Gini","São João do Jaguaribe","0.40","",""
"3","Índice de Gini","São Luís do Curu","0.40","",""
"3","Índice de Gini","Senador Pompeu","0.45","",""
"3","Índice de Gini","Senador Sá","0.41","",""
"3","Índice de Gini","Sobral","0.47","",""
"3","Índice de Gini","Solonópole","0.42","",""
"3","Índice de Gini","Tabuleiro do Norte","0.41","",""
"3","Índice de Gini","Tamboril","0.40","",""
"3","Índice de Gini","Tarrafas","0.38","",""
"3","Índice de Gini","Tauá","0.46","",""
"3","Índice de Gini","Tejuçuoca","0.41","",""
"3","Índice de Gini","Tianguá","0.42","",""
"3","Índice de Gini","Trairi","0.41","",""
"3","Índice de Gini","Tururu","0.40","",""
"3","Índice de Gini","Ubajara","0.42","",""
"3","Índice de Gini","Umari","0.41","",""
"3","Índice de Gini","Umirim","0.39","",""
"3","Índice de Gini","Uruburetama","0.39","",""
"3","Índice de Gini","Uruoca","0.42","",""
"3","Índice de Gini","Varjota","0.44","",""
"3","Índice de Gini","Várzea Alegre","0.43","",""
"3","Índice de Gini","Viçosa do Ceará","0.43","",""
"3.1","Limite inferior","Abaiara","0.38","",""
"3.1","Limite inferior","Acarape","0.36","",""
"3.1","Limite inferior","Acaraú","0.41","",""
"3.1","Limite inferior","Acopiara","0.41","",""
"3.1","Limite inferior","Aiuaba","0.38","",""
"3.1","Limite inferior","Alcântaras","0.35","",""
"3.1","Limite inferior","Altaneira","0.36","",""
"3.1","Limite inferior","Alto Santo","0.38","",""
"3.1","Limite inferior","Amontada","0.40","",""
"3.1","Limite inferior","Antonina do Norte","0.41","",""
"3.1","Limite inferior","Apuiarés","0.37","",""
"3.1","Limite inferior","Aquiraz","0.40","",""
"3.1","Limite inferior","Aracati","0.42","",""
"3.1","Limite inferior","Aracoiaba","0.39","",""
"3.1","Limite inferior","Ararendá","0.38","",""
"3.1","Limite inferior","Araripe","0.40","",""
"3.1","Limite inferior","Aratuba","0.36","",""
"3.1","Limite inferior","Arneiroz","0.38","",""
"3.1","Limite inferior","Assaré","0.41","",""
"3.1","Limite inferior","Aurora","0.39","",""
"3.1","Limite inferior","Baixio","0.38","",""
"3.1","Limite inferior","Banabuiú","0.38","",""
"3.1","Limite inferior","Barbalha","0.42","",""
"3.1","Limite inferior","Barreira","0.35","",""
"3.1","Limite inferior","Barro","0.37","",""
"3.1","Limite inferior","Barroquinha","0.37","",""
"3.1","Limite inferior","Baturité","0.39","",""
"3.1","Limite inferior","Beberibe","0.37","",""
"3.1","Limite inferior","Bela Cruz","0.39","",""
"3.1","Limite inferior","Boa Viagem","0.42","",""
"3.1","Limite inferior","Brejo Santo","0.43","",""
"3.1","Limite inferior","Camocim","0.40","",""
"3.1","Limite inferior","Campos Sales","0.43","",""
"3.1","Limite inferior","Canindé","0.42","",""
"3.1","Limite inferior","Capistrano","0.36","",""
"3.1","Limite inferior","Caridade","0.36","",""
"3.1","Limite inferior","Cariré","0.39","",""
"3.1","Limite inferior","Caririaçu","0.37","",""
"3.1","Limite inferior","Cariús","0.36","",""
"3.1","Limite inferior","Carnaubal","0.37","",""
"3.1","Limite inferior","Cascavel","0.38","",""
"3.1","Limite inferior","Catarina","0.37","",""
"3.1","Limite inferior","Catunda","0.36","",""
"3.1","Limite inferior","Caucaia","0.40","",""
"3.1","Limite inferior","Cedro","0.39","",""
"3.1","Limite inferior","Chaval","0.36","",""
"3.1","Limite inferior","Choró","0.38","",""
"3.1","Limite inferior","Chorozinho","0.35","",""
"3.1","Limite inferior","Coreaú","0.40","",""
"3.1","Limite inferior","Crateús","0.43","",""
"3.1","Limite inferior","Crato","0.47","",""
"3.1","Limite inferior","Croatá","0.38","",""
"3.1","Limite inferior","Cruz","0.43","",""
"3.1","Limite inferior","Deputado Irapuan Pinheiro","0.37","",""
"3.1","Limite inferior","Ereré","0.40","",""
"3.1","Limite inferior","Eusébio","0.40","",""
"3.1","Limite inferior","Farias Brito","0.39","",""
"3.1","Limite inferior","Forquilha","0.37","",""
"3.1","Limite inferior","Fortaleza","0.49","",""
"3.1","Limite inferior","Fortim","0.38","",""
"3.1","Limite inferior","Frecheirinha","0.40","",""
"3.1","Limite inferior","General Sampaio","0.36","",""
"3.1","Limite inferior","Graça","0.37","",""
"3.1","Limite inferior","Granja","0.40","",""
"3.1","Limite inferior","Granjeiro","0.35","",""
"3.1","Limite inferior","Groaíras","0.36","",""
"3.1","Limite inferior","Guaiúba","0.37","",""
"3.1","Limite inferior","Guaraciaba do Norte","0.40","",""
"3.1","Limite inferior","Guaramiranga","0.34","",""
"3.1","Limite inferior","Hidrolândia","0.38","",""
"3.1","Limite inferior","Horizonte","0.37","",""
"3.1","Limite inferior","Ibaretama","0.36","",""
"3.1","Limite inferior","Ibiapina","0.38","",""
"3.1","Limite inferior","Ibicuitinga","0.37","",""
"3.1","Limite inferior","Icapuí","0.34","",""
"3.1","Limite inferior","Icó","0.43","",""
"3.1","Limite inferior","Iguatu","0.44","",""
"3.1","Limite inferior","Independência","0.39","",""
"3.1","Limite inferior","Ipaporanga","0.36","",""
"3.1","Limite inferior","Ipaumirim","0.40","",""
"3.1","Limite inferior","Ipu","0.39","",""
"3.1","Limite inferior","Ipueiras","0.39","",""
"3.1","Limite inferior","Iracema","0.41","",""
"3.1","Limite inferior","Irauçuba","0.37","",""
"3.1","Limite inferior","Itaiçaba","0.34","",""
"3.1","Limite inferior","Itaitinga","0.36","",""
"3.1","Limite inferior","Itapajé","0.42","",""
"3.1","Limite inferior","Itapipoca","0.42","",""
"3.1","Limite inferior","Itapiúna","0.40","",""
"3.1","Limite inferior","Itarema","0.39","",""
"3.1","Limite inferior","Itatira","0.35","",""
"3.1","Limite inferior","Jaguaretama","0.37","",""
"3.1","Limite inferior","Jaguaribara","0.37","",""
"3.1","Limite inferior","Jaguaribe","0.40","",""
"3.1","Limite inferior","Jaguaruana","0.40","",""
"3.1","Limite inferior","Jardim","0.41","",""
"3.1","Limite inferior","Jati","0.38","",""
"3.1","Limite inferior","Jijoca de Jericoacoara","0.39","",""
"3.1","Limite inferior","Juazeiro do Norte","0.44","",""
"3.1","Limite inferior","Jucás","0.38","",""
"3.1","Limite inferior","Lavras da Mangabeira","0.40","",""
"3.1","Limite inferior","Limoeiro do Norte","0.41","",""
"3.1","Limite inferior","Madalena","0.38","",""
"3.1","Limite inferior","Maracanaú","0.37","",""
"3.1","Limite inferior","Maranguape","0.39","",""
"3.1","Limite inferior","Marco","0.40","",""
"3.1","Limite inferior","Martinópole","0.36","",""
"3.1","Limite inferior","Massapê","0.38","",""
"3.1","Limite inferior","Mauriti","0.40","",""
"3.1","Limite inferior","Meruoca","0.37","",""
"3.1","Limite inferior","Milagres","0.39","",""
"3.1","Limite inferior","Milhã","0.38","",""
"3.1","Limite inferior","Miraíma","0.37","",""
"3.1","Limite inferior","Missão Velha","0.41","",""
"3.1","Limite inferior","Mombaça","0.42","",""
"3.1","Limite inferior","Monsenhor Tabosa","0.37","",""
"3.1","Limite inferior","Morada Nova","0.40","",""
"3.1","Limite inferior","Moraújo","0.38","",""
"3.1","Limite inferior","Morrinhos","0.39","",""
"3.1","Limite inferior","Mucambo","0.40","",""
"3.1","Limite inferior","Mulungu","0.36","",""
"3.1","Limite inferior","Nova Olinda","0.40","",""
"3.1","Limite inferior","Nova Russas","0.39","",""
"3.1","Limite inferior","Novo Oriente","0.39","",""
"3.1","Limite inferior","Ocara","0.38","",""
"3.1","Limite inferior","Orós","0.37","",""
"3.1","Limite inferior","Pacajus","0.39","",""
"3.1","Limite inferior","Pacatuba","0.36","",""
"3.1","Limite inferior","Pacoti","0.36","",""
"3.1","Limite inferior","Pacujá","0.37","",""
"3.1","Limite inferior","Palhano","0.36","",""
"3.1","Limite inferior","Palmácia","0.38","",""
"3.1","Limite inferior","Paracuru","0.36","",""
"3.1","Limite inferior","Paraipaba","0.37","",""
"3.1","Limite inferior","Parambu","0.38","",""
"3.1","Limite inferior","Paramoti","0.39","",""
"3.1","Limite inferior","Pedra Branca","0.40","",""
"3.1","Limite inferior","Penaforte","0.37","",""
"3.1","Limite inferior","Pentecoste","0.38","",""
"3.1","Limite inferior","Pereiro","0.40","",""
"3.1","Limite inferior","Pindoretama","0.36","",""
"3.1","Limite inferior","Piquet Carneiro","0.40","",""
"3.1","Limite inferior","Pires Ferreira","0.36","",""
"3.1","Limite inferior","Poranga","0.38","",""
"3.1","Limite inferior","Porteiras","0.38","",""
"3.1","Limite inferior","Potengi","0.39","",""
"3.1","Limite inferior","Potiretama","0.35","",""
"3.1","Limite inferior","Quiterianópolis","0.36","",""
"3.1","Limite inferior","Quixadá","0.42","",""
"3.1","Limite inferior","Quixelô","0.39","",""
"3.1","Limite inferior","Quixeramobim","0.44","",""
"3.1","Limite inferior","Quixeré","0.35","",""
"3.1","Limite inferior","Redenção","0.37","",""
"3.1","Limite inferior","Reriutaba","0.40","",""
"3.1","Limite inferior","Russas","0.39","",""
"3.1","Limite inferior","Saboeiro","0.39","",""
"3.1","Limite inferior","Salitre","0.36","",""
"3.1","Limite inferior","Santana do Acaraú","0.39","",""
"3.1","Limite inferior","Santana do Cariri","0.44","",""
"3.1","Limite inferior","Santa Quitéria","0.40","",""
"3.1","Limite inferior","São Benedito","0.41","",""
"3.1","Limite inferior","São Gonçalo do Amarante","0.37","",""
"3.1","Limite inferior","São João do Jaguaribe","0.37","",""
"3.1","Limite inferior","São Luís do Curu","0.37","",""
"3.1","Limite inferior","Senador Pompeu","0.42","",""
"3.1","Limite inferior","Senador Sá","0.37","",""
"3.1","Limite inferior","Sobral","0.45","",""
"3.1","Limite inferior","Solonópole","0.38","",""
"3.1","Limite inferior","Tabuleiro do Norte","0.39","",""
"3.1","Limite inferior","Tamboril","0.37","",""
"3.1","Limite inferior","Tarrafas","0.35","",""
"3.1","Limite inferior","Tauá","0.43","",""
"3.1","Limite inferior","Tejuçuoca","0.38","",""
"3.1","Limite inferior","Tianguá","0.39","",""
"3.1","Limite inferior","Trairi","0.38","",""
"3.1","Limite inferior","Tururu","0.37","",""
"3.1","Limite inferior","Ubajara","0.39","",""
"3.1","Limite inferior","Umari","0.37","",""
"3.1","Limite inferior","Umirim","0.36","",""
"3.1","Limite inferior","Uruburetama","0.36","",""
"3.1","Limite inferior","Uruoca","0.39","",""
"3.1","Limite inferior","Varjota","0.41","",""
"3.1","Limite inferior","Várzea Alegre","0.40","",""
"3.1","Limite inferior","Viçosa do Ceará","0.40","",""
"3.2","Limite superior","Abaiara","0.45","",""
"3.2","Limite superior","Acarape","0.41","",""
"3.2","Limite superior","Acaraú","0.46","",""
"3.2","Limite superior","Acopiara","0.47","",""
"3.2","Limite superior","Aiuaba","0.44","",""
"3.2","Limite superior","Alcântaras","0.42","",""
"3.2","Limite superior","Altaneira","0.46","",""
"3.2","Limite superior","Alto Santo","0.44","",""
"3.2","Limite superior","Amontada","0.45","",""
"3.2","Limite superior","Antonina do Norte","0.50","",""
"3.2","Limite superior","Apuiarés","0.43","",""
"3.2","Limite superior","Aquiraz","0.45","",""
"3.2","Limite superior","Aracati","0.46","",""
"3.2","Limite superior","Aracoiaba","0.44","",""
"3.2","Limite superior","Ararendá","0.45","",""
"3.2","Limite superior","Araripe","0.48","",""
"3.2","Limite superior","Aratuba","0.42","",""
"3.2","Limite superior","Arneiroz","0.45","",""
"3.2","Limite superior","Assaré","0.47","",""
"3.2","Limite superior","Aurora","0.44","",""
"3.2","Limite superior","Baixio","0.47","",""
"3.2","Limite superior","Banabuiú","0.45","",""
"3.2","Limite superior","Barbalha","0.46","",""
"3.2","Limite superior","Barreira","0.42","",""
"3.2","Limite superior","Barro","0.43","",""
"3.2","Limite superior","Barroquinha","0.42","",""
"3.2","Limite superior","Baturité","0.45","",""
"3.2","Limite superior","Beberibe","0.41","",""
"3.2","Limite superior","Bela Cruz","0.45","",""
"3.2","Limite superior","Boa Viagem","0.47","",""
"3.2","Limite superior","Brejo Santo","0.49","",""
"3.2","Limite superior","Camocim","0.45","",""
"3.2","Limite superior","Campos Sales","0.50","",""
"3.2","Limite superior","Canindé","0.46","",""
"3.2","Limite superior","Capistrano","0.42","",""
"3.2","Limite superior","Caridade","0.43","",""
"3.2","Limite superior","Cariré","0.46","",""
"3.2","Limite superior","Caririaçu","0.43","",""
"3.2","Limite superior","Cariús","0.42","",""
"3.2","Limite superior","Carnaubal","0.45","",""
"3.2","Limite superior","Cascavel","0.43","",""
"3.2","Limite superior","Catarina","0.44","",""
"3.2","Limite superior","Catunda","0.43","",""
"3.2","Limite superior","Caucaia","0.44","",""
"3.2","Limite superior","Cedro","0.46","",""
"3.2","Limite superior","Chaval","0.41","",""
"3.2","Limite superior","Choró","0.44","",""
"3.2","Limite superior","Chorozinho","0.41","",""
"3.2","Limite superior","Coreaú","0.47","",""
"3.2","Limite superior","Crateús","0.47","",""
"3.2","Limite superior","Crato","0.51","",""
"3.2","Limite superior","Croatá","0.45","",""
"3.2","Limite superior","Cruz","0.49","",""
"3.2","Limite superior","Deputado Irapuan Pinheiro","0.44","",""
"3.2","Limite superior","Ereré","0.49","",""
"3.2","Limite superior","Eusébio","0.46","",""
"3.2","Limite superior","Farias Brito","0.46","",""
"3.2","Limite superior","Forquilha","0.44","",""
"3.2","Limite superior","Fortaleza","0.53","",""
"3.2","Limite superior","Fortim","0.45","",""
"3.2","Limite superior","Frecheirinha","0.46","",""
"3.2","Limite superior","General Sampaio","0.45","",""
"3.2","Limite superior","Graça","0.42","",""
"3.2","Limite superior","Granja","0.45","",""
"3.2","Limite superior","Granjeiro","0.45","",""
"3.2","Limite superior","Groaíras","0.42","",""
"3.2","Limite superior","Guaiúba","0.43","",""
"3.2","Limite superior","Guaraciaba do Norte","0.46","",""
"3.2","Limite superior","Guaramiranga","0.43","",""
"3.2","Limite superior","Hidrolândia","0.45","",""
"3.2","Limite superior","Horizonte","0.42","",""
"3.2","Limite superior","Ibaretama","0.42","",""
"3.2","Limite superior","Ibiapina","0.43","",""
"3.2","Limite superior","Ibicuitinga","0.43","",""
"3.2","Limite superior","Icapuí","0.41","",""
"3.2","Limite superior","Icó","0.47","",""
"3.2","Limite superior","Iguatu","0.48","",""
"3.2","Limite superior","Independência","0.45","",""
"3.2","Limite superior","Ipaporanga","0.42","",""
"3.2","Limite superior","Ipaumirim","0.46","",""
"3.2","Limite superior","Ipu","0.44","",""
"3.2","Limite superior","Ipueiras","0.44","",""
"3.2","Limite superior","Iracema","0.47","",""
"3.2","Limite superior","Irauçuba","0.43","",""
"3.2","Limite superior","Itaiçaba","0.41","",""
"3.2","Limite superior","Itaitinga","0.42","",""
"3.2","Limite superior","Itapajé","0.47","",""
"3.2","Limite superior","Itapipoca","0.46","",""
"3.2","Limite superior","Itapiúna","0.47","",""
"3.2","Limite superior","Itarema","0.45","",""
"3.2","Limite superior","Itatira","0.42","",""
"3.2","Limite superior","Jaguaretama","0.44","",""
"3.2","Limite superior","Jaguaribara","0.45","",""
"3.2","Limite superior","Jaguaribe","0.46","",""
"3.2","Limite superior","Jaguaruana","0.46","",""
